timestamp,open,high,low,close,volume
2026-03-20T04:00:00,4726.2998046875,4727.2998046875,4724.7998046875,4724.7998046875,0
2026-03-20T04:01:00,4724.7998046875,4727.7998046875,4724.2998046875,4727.60009765625,55
2026-03-20T04:02:00,4727.2998046875,4728.0,4726.60009765625,4727.2001953125,31
2026-03-20T04:03:00,4727.5,4727.5,4723.60009765625,4724.2998046875,47
2026-03-20T04:04:00,4724.2001953125,4724.39990234375,4723.5,4723.5,26
2026-03-20T04:05:00,4724.39990234375,4725.0,4723.60009765625,4723.7998046875,26
2026-03-20T04:06:00,4723.89990234375,4724.7001953125,4721.2001953125,4721.2001953125,50
2026-03-20T04:07:00,4721.0,4721.10009765625,4718.10009765625,4720.0,212
2026-03-20T04:08:00,4721.2001953125,4721.7001953125,4720.2001953125,4720.7998046875,30
2026-03-20T04:09:00,4720.7998046875,4721.0,4718.0,4718.60009765625,103
2026-03-20T04:10:00,4719.39990234375,4720.0,4718.5,4720.0,65
2026-03-20T04:11:00,4720.39990234375,4721.10009765625,4719.0,4720.10009765625,61
2026-03-20T04:12:00,4721.0,4721.2001953125,4718.2998046875,4718.7998046875,55
2026-03-20T04:13:00,4719.5,4719.5,4718.7001953125,4719.10009765625,15
2026-03-20T04:14:00,4718.2998046875,4719.39990234375,4717.60009765625,4719.39990234375,23
2026-03-20T04:15:00,4719.7998046875,4722.0,4719.7001953125,4722.0,35
2026-03-20T04:16:00,4722.39990234375,4722.7001953125,4721.2001953125,4721.39990234375,26
2026-03-20T04:17:00,4721.39990234375,4721.7001953125,4719.10009765625,4719.5,28
2026-03-20T04:18:00,4719.89990234375,4721.2001953125,4719.89990234375,4720.89990234375,7
2026-03-20T04:19:00,4720.7998046875,4721.39990234375,4719.89990234375,4719.89990234375,24
2026-03-20T04:20:00,4719.2001953125,4721.7001953125,4719.0,4720.39990234375,45
2026-03-20T04:21:00,4720.39990234375,4721.10009765625,4720.0,4720.10009765625,39
2026-03-20T04:22:00,4720.2998046875,4722.7001953125,4720.10009765625,4721.2001953125,71
2026-03-20T04:23:00,4721.2001953125,4721.7998046875,4720.5,4721.10009765625,31
2026-03-20T04:24:00,4720.89990234375,4721.39990234375,4720.39990234375,4721.10009765625,13
2026-03-20T04:25:00,4721.10009765625,4723.39990234375,4721.10009765625,4723.0,35
2026-03-20T04:26:00,4723.2001953125,4724.10009765625,4722.0,4723.5,95
2026-03-20T04:27:00,4723.39990234375,4724.60009765625,4723.39990234375,4723.7998046875,57
2026-03-20T04:28:00,4723.7998046875,4723.7998046875,4720.7001953125,4722.5,48
2026-03-20T04:29:00,4722.2001953125,4723.60009765625,4721.10009765625,4723.60009765625,42
2026-03-20T04:30:00,4723.7998046875,4725.2001953125,4723.7998046875,4724.5,33
2026-03-20T04:31:00,4724.89990234375,4726.5,4724.39990234375,4725.39990234375,39
2026-03-20T04:32:00,4725.10009765625,4725.2001953125,4722.7998046875,4724.10009765625,45
2026-03-20T04:33:00,4723.7001953125,4725.89990234375,4723.7001953125,4723.7998046875,67
2026-03-20T04:34:00,4724.2998046875,4725.0,4724.0,4724.89990234375,18
2026-03-20T04:35:00,4725.2001953125,4725.2001953125,4724.2998046875,4724.2998046875,6
2026-03-20T04:36:00,4724.89990234375,4726.60009765625,4724.89990234375,4726.0,37
